,Name,Full Path,Complexity,Amount of changes,Complexity Trend
public/emoji/1f3ef.svg,1f3ef.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f3ef.svg,1.0,0,
public/emoji/1f451.svg,1f451.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f451.svg,1.0,0,
public/emoji/1f3db.svg,1f3db.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f3db.svg,1.0,0,
public/emoji/1f445.svg,1f445.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f445.svg,1.0,0,
public/emoji/1f4bd.svg,1f4bd.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f4bd.svg,1.0,0,
public/emoji/1f444.svg,1f444.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f444.svg,1.0,0,
public/emoji/1f9d8-1f3fe-200d-2642-fe0f.svg,1f9d8-1f3fe-200d-2642-fe0f.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f9d8-1f3fe-200d-2642-fe0f.svg,1.0,0,
public/emoji/1f3dc.svg,1f3dc.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f3dc.svg,1.0,0,
public/emoji/2763.svg,2763.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/2763.svg,1.0,0,
public/emoji/1f4be.svg,1f4be.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f4be.svg,1.0,0,
public/emoji/1f4ca.svg,1f4ca.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f4ca.svg,1.0,0,
public/emoji/1f336.svg,1f336.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f336.svg,1.0,0,
public/emoji/1f64e-1f3fd-200d-2640-fe0f.svg,1f64e-1f3fd-200d-2640-fe0f.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f64e-1f3fd-200d-2640-fe0f.svg,1.0,0,
public/emoji/1f403_border.svg,1f403_border.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f403_border.svg,11.0,0,
public/emoji/1f450.svg,1f450.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f450.svg,1.0,0,
public/emoji/1f9da-1f3fc-200d-2642-fe0f.svg,1f9da-1f3fc-200d-2642-fe0f.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f9da-1f3fc-200d-2642-fe0f.svg,1.0,0,
public/emoji/1f44b.svg,1f44b.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f44b.svg,1.0,0,
public/emoji/1f478.svg,1f478.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f478.svg,1.0,0,
public/emoji/1f1e6-1f1f8.svg,1f1e6-1f1f8.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f1e6-1f1f8.svg,1.0,0,
public/emoji/1f1e6-1f1eb.svg,1f1e6-1f1eb.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f1e6-1f1eb.svg,1.0,0,
public/emoji/1f3d5.svg,1f3d5.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f3d5.svg,1.0,0,
public/emoji/1f4b3.svg,1f4b3.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f4b3.svg,1.0,0,
public/emoji/1f32d.svg,1f32d.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f32d.svg,1.0,0,
public/emoji/1f9d1-1f3fc-200d-2764-fe0f-200d-1f48b-200d-1f9d1-1f3ff.svg,1f9d1-1f3fc-200d-2764-fe0f-200d-1f48b-200d-1f9d1-1f3ff.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f9d1-1f3fc-200d-2764-fe0f-200d-1f48b-200d-1f9d1-1f3ff.svg,1.0,0,
public/emoji/1f4c7.svg,1f4c7.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f4c7.svg,1.0,0,
public/emoji/1f45f.svg,1f45f.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f45f.svg,1.0,0,
public/emoji/1f3e1.svg,1f3e1.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f3e1.svg,1.0,0,
public/emoji/1f9d1-1f3fc-200d-1f9bd.svg,1f9d1-1f3fc-200d-1f9bd.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f9d1-1f3fc-200d-1f9bd.svg,1.0,0,
public/emoji/1f450-1f3fc.svg,1f450-1f3fc.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f450-1f3fc.svg,1.0,0,
public/emoji/1f487.svg,1f487.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f487.svg,1.0,0,
public/emoji/1f9cd-1f3fb-200d-2640-fe0f.svg,1f9cd-1f3fb-200d-2640-fe0f.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f9cd-1f3fb-200d-2640-fe0f.svg,1.0,0,
public/emoji/1f385-1f3fc.svg,1f385-1f3fc.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f385-1f3fc.svg,1.0,0,
public/emoji/1f469-1f3ff-200d-1f9b2.svg,1f469-1f3ff-200d-1f9b2.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f469-1f3ff-200d-1f9b2.svg,1.0,0,
public/emoji/1f493.svg,1f493.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f493.svg,1.0,0,
public/emoji/1f3c3-1f3fc-200d-2640-fe0f.svg,1f3c3-1f3fc-200d-2640-fe0f.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f3c3-1f3fc-200d-2640-fe0f.svg,1.0,0,
public/emoji/1f1f5-1f1ed.svg,1f1f5-1f1ed.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f1f5-1f1ed.svg,1.0,0,
public/emoji/1f48a.svg,1f48a.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f48a.svg,1.0,0,
public/emoji/1f9d1-1f3fc-200d-1f9b2.svg,1f9d1-1f3fc-200d-1f9b2.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f9d1-1f3fc-200d-1f9b2.svg,1.0,0,
public/emoji/1f926-1f3ff-200d-2640-fe0f.svg,1f926-1f3ff-200d-2640-fe0f.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f926-1f3ff-200d-2640-fe0f.svg,1.0,0,
public/emoji/1f469-1f3ff-200d-1f9bd.svg,1f469-1f3ff-200d-1f9bd.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f469-1f3ff-200d-1f9bd.svg,1.0,0,
public/emoji/1f482-200d-2640-fe0f.svg,1f482-200d-2640-fe0f.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f482-200d-2640-fe0f.svg,1.0,0,
public/emoji/1f49e.svg,1f49e.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f49e.svg,1.0,0,
public/emoji/1f469-200d-1f384.svg,1f469-200d-1f384.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f469-200d-1f384.svg,1.0,0,
public/emoji/1f9d1-1f3fd-200d-1f9b1.svg,1f9d1-1f3fd-200d-1f9b1.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f9d1-1f3fd-200d-1f9b1.svg,1.0,0,
public/emoji/1fa98.svg,1fa98.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1fa98.svg,1.0,0,
public/emoji/1f646.svg,1f646.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f646.svg,1.0,0,
public/emoji/1f1ee.svg,1f1ee.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f1ee.svg,1.0,0,
public/emoji/1f6cc.svg,1f6cc.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f6cc.svg,1.0,0,
public/emoji/1f469-1f3fe-200d-2696-fe0f.svg,1f469-1f3fe-200d-2696-fe0f.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f469-1f3fe-200d-2696-fe0f.svg,1.0,0,
public/emoji/1f6b1.svg,1f6b1.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f6b1.svg,1.0,0,
public/emoji/1f9d8-1f3ff.svg,1f9d8-1f3ff.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f9d8-1f3ff.svg,1.0,0,
public/emoji/1f471-1f3fb.svg,1f471-1f3fb.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f471-1f3fb.svg,1.0,0,
public/emoji/1f9d6-1f3fc-200d-2640-fe0f.svg,1f9d6-1f3fc-200d-2640-fe0f.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f9d6-1f3fc-200d-2640-fe0f.svg,1.0,0,
public/emoji/1f596-1f3fe.svg,1f596-1f3fe.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f596-1f3fe.svg,1.0,0,
public/emoji/1f44c-1f3ff.svg,1f44c-1f3ff.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f44c-1f3ff.svg,1.0,0,
public/emoji/1f468-1f3fc-200d-1f91d-200d-1f468-1f3fd.svg,1f468-1f3fc-200d-1f91d-200d-1f468-1f3fd.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f468-1f3fc-200d-1f91d-200d-1f468-1f3fd.svg,1.0,0,
public/emoji/1f6c5.svg,1f6c5.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f6c5.svg,1.0,0,
public/emoji/1f647-1f3fb.svg,1f647-1f3fb.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f647-1f3fb.svg,1.0,0,
public/emoji/1f1e8-1f1fe.svg,1f1e8-1f1fe.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f1e8-1f1fe.svg,1.0,0,
public/emoji/1f468-1f3fb-200d-1f3a4.svg,1f468-1f3fb-200d-1f3a4.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f468-1f3fb-200d-1f3a4.svg,1.0,0,
public/emoji/1f9d5-1f3fe.svg,1f9d5-1f3fe.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f9d5-1f3fe.svg,1.0,0,
public/emoji/1f685.svg,1f685.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f685.svg,1.0,0,
public/emoji/1f442-1f3fd.svg,1f442-1f3fd.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f442-1f3fd.svg,1.0,0,
public/emoji/1f9d1-1f3ff-200d-1f91d-200d-1f9d1-1f3fb.svg,1f9d1-1f3ff-200d-1f91d-200d-1f9d1-1f3fb.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f9d1-1f3ff-200d-1f91d-200d-1f9d1-1f3fb.svg,1.0,0,
public/emoji/1f691.svg,1f691.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f691.svg,1.0,0,
public/emoji/1faa4.svg,1faa4.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1faa4.svg,1.0,0,
public/emoji/1f9d1-1f3fe-200d-1f37c.svg,1f9d1-1f3fe-200d-1f37c.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f9d1-1f3fe-200d-1f37c.svg,1.0,0,
public/emoji/1f1e8-1f1f3.svg,1f1e8-1f1f3.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f1e8-1f1f3.svg,1.0,0,
public/emoji/1f9b8-1f3fc-200d-2640-fe0f.svg,1f9b8-1f3fc-200d-2640-fe0f.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f9b8-1f3fc-200d-2640-fe0f.svg,1.0,0,
public/emoji/1f1ed-1f1f2.svg,1f1ed-1f1f2.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f1ed-1f1f2.svg,1.0,0,
public/emoji/1f931-1f3fc.svg,1f931-1f3fc.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f931-1f3fc.svg,1.0,0,
public/emoji/1f68c.svg,1f68c.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f68c.svg,1.0,0,
public/emoji/1f468-1f3fb-200d-1f373.svg,1f468-1f3fb-200d-1f373.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f468-1f3fb-200d-1f373.svg,1.0,0,
public/emoji/1fa73.svg,1fa73.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1fa73.svg,1.0,0,
public/emoji/1f9db-1f3fc-200d-2640-fe0f.svg,1f9db-1f3fc-200d-2640-fe0f.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f9db-1f3fc-200d-2640-fe0f.svg,1.0,0,
public/emoji/1f9ce-1f3fc.svg,1f9ce-1f3fc.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f9ce-1f3fc.svg,1.0,0,
public/emoji/1f3cb-1f3fc.svg,1f3cb-1f3fc.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f3cb-1f3fc.svg,1.0,0,
public/emoji/1f469-1f3fe-200d-2764-fe0f-200d-1f48b-200d-1f468-1f3fc.svg,1f469-1f3fe-200d-2764-fe0f-200d-1f48b-200d-1f468-1f3fc.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f469-1f3fe-200d-2764-fe0f-200d-1f48b-200d-1f468-1f3fc.svg,1.0,0,
public/emoji/1f7e5.svg,1f7e5.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f7e5.svg,1.0,0,
